Year,Statistic Label,Counties & Dublin Postal Districts,Sector,UNIT,VALUE
,Metered Electricity Consumption,Co. Wicklow,20 Non-residential,Gigawatt Hours,302
,Metered Electricity Consumption,Co. Westmeath,All sectors,Gigawatt Hours,488
,Metered Electricity Consumption,Co. Westmeath,10 Residential,Gigawatt Hours,201
,Metered Electricity Consumption,Co. Westmeath,20 Non-residential,Gigawatt Hours,287
,Metered Electricity Consumption,Co. Wexford,All sectors,Gigawatt Hours,671
,Metered Electricity Consumption,Co. Wexford,10 Residential,Gigawatt Hours,336
,Metered Electricity Consumption,Co. Wexford,20 Non-residential,Gigawatt Hours,335
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,All sectors,Gigawatt Hours,29824
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,10 Residential,Gigawatt Hours,8763
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,20 Non-residential,Gigawatt Hours,21062
,Metered Electricity Consumption,Not coded,All sectors,Gigawatt Hours,7174
,Metered Electricity Consumption,Not coded,10 Residential,Gigawatt Hours,4
,Metered Electricity Consumption,Not coded,20 Non-residential,Gigawatt Hours,7170
,Metered Electricity Consumption,Co. Clare,All sectors,Gigawatt Hours,514
,Metered Electricity Consumption,Co. Clare,10 Residential,Gigawatt Hours,212
,Metered Electricity Consumption,Co. Clare,20 Non-residential,Gigawatt Hours,302
,Metered Electricity Consumption,Co. Cork,All sectors,Gigawatt Hours,2995
,Metered Electricity Consumption,Co. Cork,10 Residential,Gigawatt Hours,1048
,Metered Electricity Consumption,Co. Cork,20 Non-residential,Gigawatt Hours,1948
,Metered Electricity Consumption,Co. Cavan,All sectors,Gigawatt Hours,488
,Metered Electricity Consumption,Co. Cavan,10 Residential,Gigawatt Hours,145
,Metered Electricity Consumption,Co. Cavan,20 Non-residential,Gigawatt Hours,344
,Metered Electricity Consumption,Co. Carlow,All sectors,Gigawatt Hours,281
,Metered Electricity Consumption,Co. Carlow,10 Residential,Gigawatt Hours,117
,Metered Electricity Consumption,Co. Carlow,20 Non-residential,Gigawatt Hours,163
,Metered Electricity Consumption,Co. Donegal,All sectors,Gigawatt Hours,643
,Metered Electricity Consumption,Co. Donegal,10 Residential,Gigawatt Hours,285
,Metered Electricity Consumption,Co. Donegal,20 Non-residential,Gigawatt Hours,358
,Metered Electricity Consumption,Dublin 1,All sectors,Gigawatt Hours,334
,Metered Electricity Consumption,Dublin 1,10 Residential,Gigawatt Hours,57
,Metered Electricity Consumption,Dublin 1,20 Non-residential,Gigawatt Hours,277
,Metered Electricity Consumption,Dublin 2,All sectors,Gigawatt Hours,449
,Metered Electricity Consumption,Dublin 2,10 Residential,Gigawatt Hours,33
,Metered Electricity Consumption,Dublin 2,20 Non-residential,Gigawatt Hours,417
,Metered Electricity Consumption,Dublin 3,All sectors,Gigawatt Hours,146
,Metered Electricity Consumption,Dublin 3,10 Residential,Gigawatt Hours,64
,Metered Electricity Consumption,Dublin 3,20 Non-residential,Gigawatt Hours,83
,Metered Electricity Consumption,Dublin 4,All sectors,Gigawatt Hours,343
,Metered Electricity Consumption,Dublin 4,10 Residential,Gigawatt Hours,86
,Metered Electricity Consumption,Dublin 4,20 Non-residential,Gigawatt Hours,257
,Metered Electricity Consumption,Dublin 5,All sectors,Gigawatt Hours,132
,Metered Electricity Consumption,Dublin 5,10 Residential,Gigawatt Hours,71
,Metered Electricity Consumption,Dublin 5,20 Non-residential,Gigawatt Hours,61
,Metered Electricity Consumption,Dublin 6,All sectors,Gigawatt Hours,129
,Metered Electricity Consumption,Dublin 6,10 Residential,Gigawatt Hours,78
,Metered Electricity Consumption,Dublin 6,20 Non-residential,Gigawatt Hours,51
,Metered Electricity Consumption,Dublin 6W,All sectors,Gigawatt Hours,56
,Metered Electricity Consumption,Dublin 6W,10 Residential,Gigawatt Hours,41
,Metered Electricity Consumption,Dublin 6W,20 Non-residential,Gigawatt Hours,15
,Metered Electricity Consumption,Dublin 7,All sectors,Gigawatt Hours,208
,Metered Electricity Consumption,Dublin 7,10 Residential,Gigawatt Hours,89
,Metered Electricity Consumption,Dublin 7,20 Non-residential,Gigawatt Hours,119
,Metered Electricity Consumption,Dublin 8,All sectors,Gigawatt Hours,251
,Metered Electricity Consumption,Dublin 8,10 Residential,Gigawatt Hours,96
,Metered Electricity Consumption,Dublin 8,20 Non-residential,Gigawatt Hours,155
,Metered Electricity Consumption,Dublin 9,All sectors,Gigawatt Hours,186
,Metered Electricity Consumption,Dublin 9,10 Residential,Gigawatt Hours,85
,Metered Electricity Consumption,Dublin 9,20 Non-residential,Gigawatt Hours,101
,Metered Electricity Consumption,Dublin 10,All sectors,Gigawatt Hours,74
,Metered Electricity Consumption,Dublin 10,10 Residential,Gigawatt Hours,28
,Metered Electricity Consumption,Dublin 10,20 Non-residential,Gigawatt Hours,46
,Metered Electricity Consumption,Dublin 11,All sectors,Gigawatt Hours,219
,Metered Electricity Consumption,Dublin 11,10 Residential,Gigawatt Hours,86
,Metered Electricity Consumption,Dublin 11,20 Non-residential,Gigawatt Hours,133
,Metered Electricity Consumption,Dublin 12,All sectors,Gigawatt Hours,282
,Metered Electricity Consumption,Dublin 12,10 Residential,Gigawatt Hours,76
,Metered Electricity Consumption,Dublin 12,20 Non-residential,Gigawatt Hours,206
,Metered Electricity Consumption,Dublin 13,All sectors,Gigawatt Hours,129
,Metered Electricity Consumption,Dublin 13,10 Residential,Gigawatt Hours,84
,Metered Electricity Consumption,Dublin 13,20 Non-residential,Gigawatt Hours,45
,Metered Electricity Consumption,Dublin 14,All sectors,Gigawatt Hours,131
,Metered Electricity Consumption,Dublin 14,10 Residential,Gigawatt Hours,77
,Metered Electricity Consumption,Dublin 14,20 Non-residential,Gigawatt Hours,55
,Metered Electricity Consumption,Dublin 15,All sectors,Gigawatt Hours,673
,Metered Electricity Consumption,Dublin 15,10 Residential,Gigawatt Hours,168
,Metered Electricity Consumption,Dublin 15,20 Non-residential,Gigawatt Hours,505
,Metered Electricity Consumption,Dublin 16,All sectors,Gigawatt Hours,125
,Metered Electricity Consumption,Dublin 16,10 Residential,Gigawatt Hours,78
,Metered Electricity Consumption,Dublin 16,20 Non-residential,Gigawatt Hours,46
,Metered Electricity Consumption,Dublin 17,All sectors,Gigawatt Hours,141
,Metered Electricity Consumption,Dublin 17,10 Residential,Gigawatt Hours,31
,Metered Electricity Consumption,Dublin 17,20 Non-residential,Gigawatt Hours,109
,Metered Electricity Consumption,Dublin 18,All sectors,Gigawatt Hours,229
,Metered Electricity Consumption,Dublin 18,10 Residential,Gigawatt Hours,98
,Metered Electricity Consumption,Dublin 18,20 Non-residential,Gigawatt Hours,131
,Metered Electricity Consumption,Dublin 20,All sectors,Gigawatt Hours,32
,Metered Electricity Consumption,Dublin 20,10 Residential,Gigawatt Hours,20
,Metered Electricity Consumption,Dublin 20,20 Non-residential,Gigawatt Hours,13
,Metered Electricity Consumption,Dublin 22,All sectors,Gigawatt Hours,486
,Metered Electricity Consumption,Dublin 22,10 Residential,Gigawatt Hours,70
,Metered Electricity Consumption,Dublin 22,20 Non-residential,Gigawatt Hours,416
,Metered Electricity Consumption,Dublin 24,All sectors,Gigawatt Hours,444
,Metered Electricity Consumption,Dublin 24,10 Residential,Gigawatt Hours,155
,Metered Electricity Consumption,Dublin 24,20 Non-residential,Gigawatt Hours,288
,Metered Electricity Consumption,Co. Dublin,All sectors,Gigawatt Hours,1203
,Metered Electricity Consumption,Co. Dublin,10 Residential,Gigawatt Hours,516
,Metered Electricity Consumption,Co. Dublin,20 Non-residential,Gigawatt Hours,687
,Metered Electricity Consumption,Co. Galway,All sectors,Gigawatt Hours,1137
,Metered Electricity Consumption,Co. Galway,10 Residential,Gigawatt Hours,501
,Metered Electricity Consumption,Co. Galway,20 Non-residential,Gigawatt Hours,636
,Metered Electricity Consumption,Co. Kildare,All sectors,Gigawatt Hours,979
,Metered Electricity Consumption,Co. Kildare,10 Residential,Gigawatt Hours,417
,Metered Electricity Consumption,Co. Kildare,20 Non-residential,Gigawatt Hours,563
,Metered Electricity Consumption,Co. Kilkenny,All sectors,Gigawatt Hours,391
,Metered Electricity Consumption,Co. Kilkenny,10 Residential,Gigawatt Hours,176
,Metered Electricity Consumption,Co. Kilkenny,20 Non-residential,Gigawatt Hours,215
,Metered Electricity Consumption,Co. Kerry,All sectors,Gigawatt Hours,644
,Metered Electricity Consumption,Co. Kerry,10 Residential,Gigawatt Hours,308
,Metered Electricity Consumption,Co. Kerry,20 Non-residential,Gigawatt Hours,337
,Metered Electricity Consumption,Co. Longford,All sectors,Gigawatt Hours,242
,Metered Electricity Consumption,Co. Longford,10 Residential,Gigawatt Hours,81
,Metered Electricity Consumption,Co. Longford,20 Non-residential,Gigawatt Hours,161
,Metered Electricity Consumption,Co. Louth,All sectors,Gigawatt Hours,555
,Metered Electricity Consumption,Co. Louth,10 Residential,Gigawatt Hours,238
,Metered Electricity Consumption,Co. Louth,20 Non-residential,Gigawatt Hours,317
,Metered Electricity Consumption,Co. Limerick,All sectors,Gigawatt Hours,1116
,Metered Electricity Consumption,Co. Limerick,10 Residential,Gigawatt Hours,377
,Metered Electricity Consumption,Co. Limerick,20 Non-residential,Gigawatt Hours,739
,Metered Electricity Consumption,Co. Leitrim,All sectors,Gigawatt Hours,127
,Metered Electricity Consumption,Co. Leitrim,10 Residential,Gigawatt Hours,66
,Metered Electricity Consumption,Co. Leitrim,20 Non-residential,Gigawatt Hours,61
,Metered Electricity Consumption,Co. Laois,All sectors,Gigawatt Hours,319
,Metered Electricity Consumption,Co. Laois,10 Residential,Gigawatt Hours,147
,Metered Electricity Consumption,Co. Laois,20 Non-residential,Gigawatt Hours,172
,Metered Electricity Consumption,Co. Meath,All sectors,Gigawatt Hours,721
,Metered Electricity Consumption,Co. Meath,10 Residential,Gigawatt Hours,361
,Metered Electricity Consumption,Co. Meath,20 Non-residential,Gigawatt Hours,359
,Metered Electricity Consumption,Co. Monaghan,All sectors,Gigawatt Hours,351
,Metered Electricity Consumption,Co. Monaghan,10 Residential,Gigawatt Hours,121
,Metered Electricity Consumption,Co. Monaghan,20 Non-residential,Gigawatt Hours,230
,Metered Electricity Consumption,Co. Mayo,All sectors,Gigawatt Hours,608
,Metered Electricity Consumption,Co. Mayo,10 Residential,Gigawatt Hours,245
,Metered Electricity Consumption,Co. Mayo,20 Non-residential,Gigawatt Hours,363
,Metered Electricity Consumption,Co. Offaly,All sectors,Gigawatt Hours,308
,Metered Electricity Consumption,Co. Offaly,10 Residential,Gigawatt Hours,136
,Metered Electricity Consumption,Co. Offaly,20 Non-residential,Gigawatt Hours,171
,Metered Electricity Consumption,Co. Roscommon,All sectors,Gigawatt Hours,240
,Metered Electricity Consumption,Co. Roscommon,10 Residential,Gigawatt Hours,103
,Metered Electricity Consumption,Co. Roscommon,20 Non-residential,Gigawatt Hours,137
,Metered Electricity Consumption,Co. Sligo,All sectors,Gigawatt Hours,294
,Metered Electricity Consumption,Co. Sligo,10 Residential,Gigawatt Hours,122
,Metered Electricity Consumption,Co. Sligo,20 Non-residential,Gigawatt Hours,172
,Metered Electricity Consumption,Co. Tipperary,All sectors,Gigawatt Hours,828
,Metered Electricity Consumption,Co. Tipperary,10 Residential,Gigawatt Hours,340
,Metered Electricity Consumption,Co. Tipperary,20 Non-residential,Gigawatt Hours,488
,Metered Electricity Consumption,Co. Waterford,All sectors,Gigawatt Hours,724
,Metered Electricity Consumption,Co. Waterford,10 Residential,Gigawatt Hours,237
,Metered Electricity Consumption,Co. Waterford,20 Non-residential,Gigawatt Hours,486
,Metered Electricity Consumption,Co. Wicklow,All sectors,Gigawatt Hours,598
,Metered Electricity Consumption,Co. Wicklow,10 Residential,Gigawatt Hours,283
,Metered Electricity Consumption,Co. Wicklow,20 Non-residential,Gigawatt Hours,314
,Metered Electricity Consumption,Co. Westmeath,All sectors,Gigawatt Hours,477
,Metered Electricity Consumption,Co. Westmeath,10 Residential,Gigawatt Hours,189
,Metered Electricity Consumption,Co. Westmeath,20 Non-residential,Gigawatt Hours,287
,Metered Electricity Consumption,Co. Wexford,All sectors,Gigawatt Hours,669
,Metered Electricity Consumption,Co. Wexford,10 Residential,Gigawatt Hours,317
,Metered Electricity Consumption,Co. Wexford,20 Non-residential,Gigawatt Hours,352
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,All sectors,Gigawatt Hours,30581
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,10 Residential,Gigawatt Hours,8579
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,20 Non-residential,Gigawatt Hours,22002
,Metered Electricity Consumption,Not coded,All sectors,Gigawatt Hours,8416
,Metered Electricity Consumption,Not coded,10 Residential,Gigawatt Hours,5
,Metered Electricity Consumption,Not coded,20 Non-residential,Gigawatt Hours,8411
,Metered Electricity Consumption,Co. Clare,All sectors,Gigawatt Hours,507
,Metered Electricity Consumption,Co. Clare,10 Residential,Gigawatt Hours,207
,Metered Electricity Consumption,Co. Clare,20 Non-residential,Gigawatt Hours,300
,Metered Electricity Consumption,Co. Cork,All sectors,Gigawatt Hours,2974
,Metered Electricity Consumption,Co. Cork,10 Residential,Gigawatt Hours,1028
,Metered Electricity Consumption,Co. Cork,20 Non-residential,Gigawatt Hours,1946
,Metered Electricity Consumption,Co. Cavan,All sectors,Gigawatt Hours,470
,Metered Electricity Consumption,Co. Cavan,10 Residential,Gigawatt Hours,143
,Metered Electricity Consumption,Co. Cavan,20 Non-residential,Gigawatt Hours,327
,Metered Electricity Consumption,Co. Carlow,All sectors,Gigawatt Hours,275
,Metered Electricity Consumption,Co. Carlow,10 Residential,Gigawatt Hours,115
,Metered Electricity Consumption,Co. Carlow,20 Non-residential,Gigawatt Hours,160
,Metered Electricity Consumption,Co. Donegal,All sectors,Gigawatt Hours,627
,Metered Electricity Consumption,Co. Donegal,10 Residential,Gigawatt Hours,280
,Metered Electricity Consumption,Co. Donegal,20 Non-residential,Gigawatt Hours,347
,Metered Electricity Consumption,Dublin 1,All sectors,Gigawatt Hours,328
,Metered Electricity Consumption,Dublin 1,10 Residential,Gigawatt Hours,57
,Metered Electricity Consumption,Dublin 1,20 Non-residential,Gigawatt Hours,272
,Metered Electricity Consumption,Dublin 2,All sectors,Gigawatt Hours,446
,Metered Electricity Consumption,Dublin 2,10 Residential,Gigawatt Hours,31
,Metered Electricity Consumption,Dublin 2,20 Non-residential,Gigawatt Hours,415
,Metered Electricity Consumption,Dublin 3,All sectors,Gigawatt Hours,140
,Metered Electricity Consumption,Dublin 3,10 Residential,Gigawatt Hours,61
,Metered Electricity Consumption,Dublin 3,20 Non-residential,Gigawatt Hours,79
,Metered Electricity Consumption,Dublin 4,All sectors,Gigawatt Hours,341
,Metered Electricity Consumption,Dublin 4,10 Residential,Gigawatt Hours,81
,Metered Electricity Consumption,Dublin 4,20 Non-residential,Gigawatt Hours,260
,Metered Electricity Consumption,Dublin 5,All sectors,Gigawatt Hours,127
,Metered Electricity Consumption,Dublin 5,10 Residential,Gigawatt Hours,68
,Metered Electricity Consumption,Dublin 5,20 Non-residential,Gigawatt Hours,59
,Metered Electricity Consumption,Dublin 6,All sectors,Gigawatt Hours,125
,Metered Electricity Consumption,Dublin 6,10 Residential,Gigawatt Hours,74
,Metered Electricity Consumption,Dublin 6,20 Non-residential,Gigawatt Hours,51
,Metered Electricity Consumption,Dublin 6W,All sectors,Gigawatt Hours,54
,Metered Electricity Consumption,Dublin 6W,10 Residential,Gigawatt Hours,39
,Metered Electricity Consumption,Dublin 6W,20 Non-residential,Gigawatt Hours,14
,Metered Electricity Consumption,Dublin 7,All sectors,Gigawatt Hours,202
,Metered Electricity Consumption,Dublin 7,10 Residential,Gigawatt Hours,83
,Metered Electricity Consumption,Dublin 7,20 Non-residential,Gigawatt Hours,118
,Metered Electricity Consumption,Dublin 8,All sectors,Gigawatt Hours,250
,Metered Electricity Consumption,Dublin 8,10 Residential,Gigawatt Hours,90
,Metered Electricity Consumption,Dublin 8,20 Non-residential,Gigawatt Hours,160
,Metered Electricity Consumption,Dublin 9,All sectors,Gigawatt Hours,182
,Metered Electricity Consumption,Dublin 9,10 Residential,Gigawatt Hours,82
,Metered Electricity Consumption,Dublin 9,20 Non-residential,Gigawatt Hours,100
,Metered Electricity Consumption,Dublin 10,All sectors,Gigawatt Hours,72
,Metered Electricity Consumption,Dublin 10,10 Residential,Gigawatt Hours,26
,Metered Electricity Consumption,Dublin 10,20 Non-residential,Gigawatt Hours,46
,Metered Electricity Consumption,Dublin 11,All sectors,Gigawatt Hours,217
,Metered Electricity Consumption,Dublin 11,10 Residential,Gigawatt Hours,84
,Metered Electricity Consumption,Dublin 11,20 Non-residential,Gigawatt Hours,134
,Metered Electricity Consumption,Dublin 12,All sectors,Gigawatt Hours,279
,Metered Electricity Consumption,Dublin 12,10 Residential,Gigawatt Hours,75
,Metered Electricity Consumption,Dublin 12,20 Non-residential,Gigawatt Hours,204
,Metered Electricity Consumption,Dublin 13,All sectors,Gigawatt Hours,120
,Metered Electricity Consumption,Dublin 13,10 Residential,Gigawatt Hours,80
,Metered Electricity Consumption,Dublin 13,20 Non-residential,Gigawatt Hours,40
,Metered Electricity Consumption,Dublin 14,All sectors,Gigawatt Hours,126
,Metered Electricity Consumption,Dublin 14,10 Residential,Gigawatt Hours,74
,Metered Electricity Consumption,Dublin 14,20 Non-residential,Gigawatt Hours,52
,Metered Electricity Consumption,Dublin 15,All sectors,Gigawatt Hours,592
,Metered Electricity Consumption,Dublin 15,10 Residential,Gigawatt Hours,164
,Metered Electricity Consumption,Dublin 15,20 Non-residential,Gigawatt Hours,428
,Metered Electricity Consumption,Dublin 16,All sectors,Gigawatt Hours,121
,Metered Electricity Consumption,Dublin 16,10 Residential,Gigawatt Hours,76
,Metered Electricity Consumption,Dublin 16,20 Non-residential,Gigawatt Hours,45
,Metered Electricity Consumption,Dublin 17,All sectors,Gigawatt Hours,144
,Metered Electricity Consumption,Dublin 17,10 Residential,Gigawatt Hours,31
,Metered Electricity Consumption,Dublin 17,20 Non-residential,Gigawatt Hours,113
,Metered Electricity Consumption,Dublin 18,All sectors,Gigawatt Hours,229
,Metered Electricity Consumption,Dublin 18,10 Residential,Gigawatt Hours,101
,Metered Electricity Consumption,Dublin 18,20 Non-residential,Gigawatt Hours,129
,Metered Electricity Consumption,Dublin 20,All sectors,Gigawatt Hours,32
,Metered Electricity Consumption,Dublin 20,10 Residential,Gigawatt Hours,19
,Metered Electricity Consumption,Dublin 20,20 Non-residential,Gigawatt Hours,12
,Metered Electricity Consumption,Dublin 22,All sectors,Gigawatt Hours,384
,Metered Electricity Consumption,Dublin 22,10 Residential,Gigawatt Hours,69
,Metered Electricity Consumption,Dublin 22,20 Non-residential,Gigawatt Hours,316
,Metered Electricity Consumption,Dublin 24,All sectors,Gigawatt Hours,434
,Metered Electricity Consumption,Dublin 24,10 Residential,Gigawatt Hours,150
,Metered Electricity Consumption,Dublin 24,20 Non-residential,Gigawatt Hours,284
,Metered Electricity Consumption,Co. Dublin,All sectors,Gigawatt Hours,1191
,Metered Electricity Consumption,Co. Dublin,10 Residential,Gigawatt Hours,509
,Metered Electricity Consumption,Co. Dublin,20 Non-residential,Gigawatt Hours,682
,Metered Electricity Consumption,Co. Galway,All sectors,Gigawatt Hours,1125
,Metered Electricity Consumption,Co. Galway,10 Residential,Gigawatt Hours,490
,Metered Electricity Consumption,Co. Galway,20 Non-residential,Gigawatt Hours,636
,Metered Electricity Consumption,Co. Kildare,All sectors,Gigawatt Hours,963
,Metered Electricity Consumption,Co. Kildare,10 Residential,Gigawatt Hours,415
,Metered Electricity Consumption,Co. Kildare,20 Non-residential,Gigawatt Hours,548
,Metered Electricity Consumption,Co. Kilkenny,All sectors,Gigawatt Hours,387
,Metered Electricity Consumption,Co. Kilkenny,10 Residential,Gigawatt Hours,172
,Metered Electricity Consumption,Co. Kilkenny,20 Non-residential,Gigawatt Hours,214
,Metered Electricity Consumption,Co. Kerry,All sectors,Gigawatt Hours,632
,Metered Electricity Consumption,Co. Kerry,10 Residential,Gigawatt Hours,302
,Metered Electricity Consumption,Co. Kerry,20 Non-residential,Gigawatt Hours,330
,Metered Electricity Consumption,Co. Longford,All sectors,Gigawatt Hours,239
,Metered Electricity Consumption,Co. Longford,10 Residential,Gigawatt Hours,79
,Metered Electricity Consumption,Co. Longford,20 Non-residential,Gigawatt Hours,160
,Metered Electricity Consumption,Co. Louth,All sectors,Gigawatt Hours,540
,Metered Electricity Consumption,Co. Louth,10 Residential,Gigawatt Hours,235
,Metered Electricity Consumption,Co. Louth,20 Non-residential,Gigawatt Hours,305
,Metered Electricity Consumption,Co. Limerick,All sectors,Gigawatt Hours,1125
,Metered Electricity Consumption,Co. Limerick,10 Residential,Gigawatt Hours,369
,Metered Electricity Consumption,Co. Limerick,20 Non-residential,Gigawatt Hours,755
,Metered Electricity Consumption,Co. Leitrim,All sectors,Gigawatt Hours,124
,Metered Electricity Consumption,Co. Leitrim,10 Residential,Gigawatt Hours,64
,Metered Electricity Consumption,Co. Leitrim,20 Non-residential,Gigawatt Hours,60
,Metered Electricity Consumption,Co. Laois,All sectors,Gigawatt Hours,312
,Metered Electricity Consumption,Co. Laois,10 Residential,Gigawatt Hours,145
,Metered Electricity Consumption,Co. Laois,20 Non-residential,Gigawatt Hours,167
,Metered Electricity Consumption,Co. Meath,All sectors,Gigawatt Hours,727
,Metered Electricity Consumption,Co. Meath,10 Residential,Gigawatt Hours,359
,Metered Electricity Consumption,Co. Meath,20 Non-residential,Gigawatt Hours,368
,Metered Electricity Consumption,Co. Monaghan,All sectors,Gigawatt Hours,350
,Metered Electricity Consumption,Co. Monaghan,10 Residential,Gigawatt Hours,119
,Metered Electricity Consumption,Co. Monaghan,20 Non-residential,Gigawatt Hours,230
,Metered Electricity Consumption,Co. Mayo,All sectors,Gigawatt Hours,604
,Metered Electricity Consumption,Co. Mayo,10 Residential,Gigawatt Hours,238
,Metered Electricity Consumption,Co. Mayo,20 Non-residential,Gigawatt Hours,366
,Metered Electricity Consumption,Co. Offaly,All sectors,Gigawatt Hours,303
,Metered Electricity Consumption,Co. Offaly,10 Residential,Gigawatt Hours,134
,Metered Electricity Consumption,Co. Offaly,20 Non-residential,Gigawatt Hours,169
,Metered Electricity Consumption,Co. Roscommon,All sectors,Gigawatt Hours,237
,Metered Electricity Consumption,Co. Roscommon,10 Residential,Gigawatt Hours,102
,Metered Electricity Consumption,Co. Roscommon,20 Non-residential,Gigawatt Hours,135
,Metered Electricity Consumption,Co. Sligo,All sectors,Gigawatt Hours,289
,Metered Electricity Consumption,Co. Sligo,10 Residential,Gigawatt Hours,119
,Metered Electricity Consumption,Co. Sligo,20 Non-residential,Gigawatt Hours,170
,Metered Electricity Consumption,Co. Tipperary,All sectors,Gigawatt Hours,805
,Metered Electricity Consumption,Co. Tipperary,10 Residential,Gigawatt Hours,329
,Metered Electricity Consumption,Co. Tipperary,20 Non-residential,Gigawatt Hours,476
,Metered Electricity Consumption,Co. Waterford,All sectors,Gigawatt Hours,710
,Metered Electricity Consumption,Co. Waterford,10 Residential,Gigawatt Hours,232
,Metered Electricity Consumption,Co. Waterford,20 Non-residential,Gigawatt Hours,477
,Metered Electricity Consumption,Co. Wicklow,All sectors,Gigawatt Hours,585
,Metered Electricity Consumption,Co. Wicklow,10 Residential,Gigawatt Hours,277
,Metered Electricity Consumption,Co. Wicklow,20 Non-residential,Gigawatt Hours,307
,Metered Electricity Consumption,Co. Westmeath,All sectors,Gigawatt Hours,463
,Metered Electricity Consumption,Co. Westmeath,10 Residential,Gigawatt Hours,183
,Metered Electricity Consumption,Co. Westmeath,20 Non-residential,Gigawatt Hours,280
,Metered Electricity Consumption,Co. Wexford,All sectors,Gigawatt Hours,653
,Metered Electricity Consumption,Co. Wexford,10 Residential,Gigawatt Hours,308
,Metered Electricity Consumption,Co. Wexford,20 Non-residential,Gigawatt Hours,344
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,All sectors,Gigawatt Hours,31903
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,10 Residential,Gigawatt Hours,8951
,Metered Electricity Consumption,All Counties and Dublin Postal Districts,20 Non-residential,Gigawatt Hours,22953
,Metered Electricity Consumption,Not coded,All sectors,Gigawatt Hours,9205
,Metered Electricity Consumption,Not coded,10 Residential,Gigawatt Hours,8
,Metered Electricity Consumption,Not coded,20 Non-residential,Gigawatt Hours,9198
,Metered Electricity Consumption,Co. Clare,All sectors,Gigawatt Hours,521
,Metered Electricity Consumption,Co. Clare,10 Residential,Gigawatt Hours,216
,Metered Electricity Consumption,Co. Clare,20 Non-residential,Gigawatt Hours,304
,Metered Electricity Consumption,Co. Cork,All sectors,Gigawatt Hours,3040
,Metered Electricity Consumption,Co. Cork,10 Residential,Gigawatt Hours,1067
,Metered Electricity Consumption,Co. Cork,20 Non-residential,Gigawatt Hours,1973
,Metered Electricity Consumption,Co. Cavan,All sectors,Gigawatt Hours,482
,Metered Electricity Consumption,Co. Cavan,10 Residential,Gigawatt Hours,147
,Metered Electricity Consumption,Co. Cavan,20 Non-residential,Gigawatt Hours,335
,Metered Electricity Consumption,Co. Carlow,All sectors,Gigawatt Hours,268
,Metered Electricity Consumption,Co. Carlow,10 Residential,Gigawatt Hours,120
,Metered Electricity Consumption,Co. Carlow,20 Non-residential,Gigawatt Hours,148
,Metered Electricity Consumption,Co. Donegal,All sectors,Gigawatt Hours,640
,Metered Electricity Consumption,Co. Donegal,10 Residential,Gigawatt Hours,293
,Metered Electricity Consumption,Co. Donegal,20 Non-residential,Gigawatt Hours,347
,Metered Electricity Consumption,Dublin 1,All sectors,Gigawatt Hours,330
,Metered Electricity Consumption,Dublin 1,10 Residential,Gigawatt Hours,58
,Metered Electricity Consumption,Dublin 1,20 Non-residential,Gigawatt Hours,272
,Metered Electricity Consumption,Dublin 2,All sectors,Gigawatt Hours,451
,Metered Electricity Consumption,Dublin 2,10 Residential,Gigawatt Hours,32
,Metered Electricity Consumption,Dublin 2,20 Non-residential,Gigawatt Hours,420
,Metered Electricity Consumption,Dublin 3,All sectors,Gigawatt Hours,140
,Metered Electricity Consumption,Dublin 3,10 Residential,Gigawatt Hours,63
,Metered Electricity Consumption,Dublin 3,20 Non-residential,Gigawatt Hours,77
,Metered Electricity Consumption,Dublin 4,All sectors,Gigawatt Hours,346
,Metered Electricity Consumption,Dublin 4,10 Residential,Gigawatt Hours,85
,Metered Electricity Consumption,Dublin 4,20 Non-residential,Gigawatt Hours,261
,Metered Electricity Consumption,Dublin 5,All sectors,Gigawatt Hours,127
,Metered Electricity Consumption,Dublin 5,10 Residential,Gigawatt Hours,69
,Metered Electricity Consumption,Dublin 5,20 Non-residential,Gigawatt Hours,58
,Metered Electricity Consumption,Dublin 6,All sectors,Gigawatt Hours,128
,Metered Electricity Consumption,Dublin 6,10 Residential,Gigawatt Hours,77
,Metered Electricity Consumption,Dublin 6,20 Non-residential,Gigawatt Hours,51
,Metered Electricity Consumption,Dublin 6W,All sectors,Gigawatt Hours,55
,Metered Electricity Consumption,Dublin 6W,10 Residential,Gigawatt Hours,40
,Metered Electricity Consumption,Dublin 6W,20 Non-residential,Gigawatt Hours,14
,Metered Electricity Consumption,Dublin 7,All sectors,Gigawatt Hours,212
,Metered Electricity Consumption,Dublin 7,10 Residential,Gigawatt Hours,86
,Metered Electricity Consumption,Dublin 7,20 Non-residential,Gigawatt Hours,125
,Metered Electricity Consumption,Dublin 8,All sectors,Gigawatt Hours,263
,Metered Electricity Consumption,Dublin 8,10 Residential,Gigawatt Hours,94
,Metered Electricity Consumption,Dublin 8,20 Non-residential,Gigawatt Hours,169
,Metered Electricity Consumption,Dublin 9,All sectors,Gigawatt Hours,185
